Index,HexValue,DecimalValue,Timestamp
585,C227,49703,2026-04-04 23:59:06.615
586,5B53,23379,2026-04-04 23:59:06.618
587,6BFC,27644,2026-04-04 23:59:06.621
588,0563,1379,2026-04-04 23:59:06.624
589,427F,17023,2026-04-04 23:59:06.627
590,BC9D,48285,2026-04-04 23:59:06.630
591,DA20,55840,2026-04-04 23:59:06.634
592,193C,6460,2026-04-04 23:59:06.637
593,63C3,25539,2026-04-04 23:59:06.640
594,65E3,26083,2026-04-04 23:59:06.643
595,2C9C,11420,2026-04-04 23:59:06.646
596,8868,34920,2026-04-04 23:59:06.649
597,A2B8,41656,2026-04-04 23:59:06.652
598,689A,26778,2026-04-04 23:59:06.656
599,500B,20491,2026-04-04 23:59:06.659
600,FB94,64404,2026-04-04 23:59:06.662
601,54DC,21724,2026-04-04 23:59:06.665
602,5B68,23400,2026-04-04 23:59:06.668
603,6F60,28512,2026-04-04 23:59:06.671
604,DF7D,57213,2026-04-04 23:59:06.674
605,C292,49810,2026-04-04 23:59:06.678
606,5BE4,23524,2026-04-04 23:59:06.681
607,F0AB,61611,2026-04-04 23:59:06.684
608,8BEA,35818,2026-04-04 23:59:06.687
609,14D5,5333,2026-04-04 23:59:06.690
610,A83F,43071,2026-04-04 23:59:06.693
611,9595,38293,2026-04-04 23:59:06.696
612,8E69,36457,2026-04-04 23:59:06.700
613,C1C9,49609,2026-04-04 23:59:06.703
614,7C96,31894,2026-04-04 23:59:06.706
615,7EC0,32448,2026-04-04 23:59:06.709
616,8984,35204,2026-04-04 23:59:06.712
617,3756,14166,2026-04-04 23:59:06.715
618,56D5,22229,2026-04-04 23:59:06.718
619,9610,38416,2026-04-04 23:59:06.721
620,9981,39297,2026-04-04 23:59:06.725
621,3FEC,16364,2026-04-04 23:59:06.728
622,0862,2146,2026-04-04 23:59:06.731
623,59BE,22974,2026-04-04 23:59:06.734
624,7898,30872,2026-04-04 23:59:06.737
625,2D45,11589,2026-04-04 23:59:06.740
626,54CE,21710,2026-04-04 23:59:06.743
627,5BC4,23492,2026-04-04 23:59:06.747
628,2883,10371,2026-04-04 23:59:06.750
629,FD69,64873,2026-04-04 23:59:06.753
630,0FB8,4024,2026-04-04 23:59:06.756
631,A952,43346,2026-04-04 23:59:06.759
632,43F8,17400,2026-04-04 23:59:06.762
633,AD8B,44427,2026-04-04 23:59:06.765
634,D5FF,54783,2026-04-04 23:59:06.769
635,DCB5,56501,2026-04-04 23:59:06.772
636,15F2,5618,2026-04-04 23:59:06.775
637,0988,2440,2026-04-04 23:59:06.778
638,1301,4865,2026-04-04 23:59:06.781
639,4E6A,20074,2026-04-04 23:59:06.784
640,515E,20830,2026-04-04 23:59:06.787
641,D47E,54398,2026-04-04 23:59:06.791
642,8D50,36176,2026-04-04 23:59:06.794
643,E4F9,58617,2026-04-04 23:59:06.797
644,E1BD,57789,2026-04-04 23:59:06.800
645,3490,13456,2026-04-04 23:59:06.803
646,0DB1,3505,2026-04-04 23:59:06.806
647,F8F4,63732,2026-04-04 23:59:06.809
648,3998,14744,2026-04-04 23:59:06.813
649,CB4D,52045,2026-04-04 23:59:06.816
650,2ED6,11990,2026-04-04 23:59:06.819
651,ED7D,60797,2026-04-04 23:59:06.822
652,488F,18575,2026-04-04 23:59:06.825
653,CAD8,51928,2026-04-04 23:59:06.828
654,C6F2,50930,2026-04-04 23:59:06.831
655,91EB,37355,2026-04-04 23:59:06.835
656,B7D8,47064,2026-04-04 23:59:06.838
657,22C1,8897,2026-04-04 23:59:06.841
658,3E34,15924,2026-04-04 23:59:06.844
659,216C,8556,2026-04-04 23:59:06.847
660,2AC3,10947,2026-04-04 23:59:06.850
661,8E7B,36475,2026-04-04 23:59:06.853
662,10E6,4326,2026-04-04 23:59:06.857
663,8231,33329,2026-04-04 23:59:06.860
664,755C,30044,2026-04-04 23:59:06.863
665,7F51,32593,2026-04-04 23:59:06.866
666,BB7C,47996,2026-04-04 23:59:06.869
667,8CE1,36065,2026-04-04 23:59:06.872
668,9270,37488,2026-04-04 23:59:06.875
669,7ABD,31421,2026-04-04 23:59:06.879
670,9209,37385,2026-04-04 23:59:06.882
671,C6D5,50901,2026-04-04 23:59:06.885
672,07A9,1961,2026-04-04 23:59:06.888
673,91FB,37371,2026-04-04 23:59:06.891
674,2A88,10888,2026-04-04 23:59:06.894
675,CD75,52597,2026-04-04 23:59:06.897
676,2994,10644,2026-04-04 23:59:06.901
677,0081,129,2026-04-04 23:59:06.904
678,6210,25104,2026-04-04 23:59:06.907
679,97B2,38834,2026-04-04 23:59:06.910
680,7B32,31538,2026-04-04 23:59:06.913
681,975A,38746,2026-04-04 23:59:06.916
682,E35D,58205,2026-04-04 23:59:06.919
683,843A,33850,2026-04-04 23:59:06.923
684,D855,55381,2026-04-04 23:59:06.926
685,CBE9,52201,2026-04-04 23:59:06.929
686,3F31,16177,2026-04-04 23:59:06.932
687,84D7,34007,2026-04-04 23:59:06.935
688,3943,14659,2026-04-04 23:59:06.938
689,5F3E,24382,2026-04-04 23:59:06.941
690,CD9A,52634,2026-04-04 23:59:06.945
691,6793,26515,2026-04-04 23:59:06.948
692,D988,55688,2026-04-04 23:59:06.951
693,D699,54937,2026-04-04 23:59:06.954
694,A00C,40972,2026-04-04 23:59:06.957
695,7AA0,31392,2026-04-04 23:59:06.960
696,8712,34578,2026-04-04 23:59:06.963
697,C159,49497,2026-04-04 23:59:06.967
698,A2F5,41717,2026-04-04 23:59:06.970
699,62A6,25254,2026-04-04 23:59:06.973
700,902A,36906,2026-04-04 23:59:06.976
701,7535,30005,2026-04-04 23:59:06.979
702,5B30,23344,2026-04-04 23:59:06.982
703,1E94,7828,2026-04-04 23:59:06.985
704,C50C,50444,2026-04-04 23:59:06.989
705,72BE,29374,2026-04-04 23:59:06.992
706,69B6,27062,2026-04-04 23:59:06.995
707,0459,1113,2026-04-04 23:59:06.998
708,230F,8975,2026-04-04 23:59:07.001
709,0837,2103,2026-04-04 23:59:07.004
710,A45D,42077,2026-04-04 23:59:07.007
711,689C,26780,2026-04-04 23:59:07.011
712,2825,10277,2026-04-04 23:59:07.014
713,09A0,2464,2026-04-04 23:59:07.017
714,834B,33611,2026-04-04 23:59:07.020
715,1FD9,8153,2026-04-04 23:59:07.023
716,C404,50180,2026-04-04 23:59:07.026
717,DF00,57088,2026-04-04 23:59:07.029
718,5318,21272,2026-04-04 23:59:07.033
719,6C61,27745,2026-04-04 23:59:07.036
720,0F6D,3949,2026-04-04 23:59:07.039
721,7119,28953,2026-04-04 23:59:07.042
722,BA21,47649,2026-04-04 23:59:07.045
723,F686,63110,2026-04-04 23:59:07.048
724,C532,50482,2026-04-04 23:59:07.051
725,C3E5,50149,2026-04-04 23:59:07.055
726,54AF,21679,2026-04-04 23:59:07.058
727,7E72,32370,2026-04-04 23:59:07.061
728,813F,33087,2026-04-04 23:59:07.064
729,A598,42392,2026-04-04 23:59:07.067
730,A353,41811,2026-04-04 23:59:07.070
731,C9D0,51664,2026-04-04 23:59:07.073
732,A92A,43306,2026-04-04 23:59:07.076
733,3D42,15682,2026-04-04 23:59:07.080
734,5115,20757,2026-04-04 23:59:07.083
735,695C,26972,2026-04-04 23:59:07.086
736,C2AA,49834,2026-04-04 23:59:07.089
737,90D2,37074,2026-04-04 23:59:07.092
738,1C22,7202,2026-04-04 23:59:07.095
739,B3EF,46063,2026-04-04 23:59:07.098
740,C5D5,50645,2026-04-04 23:59:07.102
741,1F30,7984,2026-04-04 23:59:07.105
742,75DE,30174,2026-04-04 23:59:07.108
743,523D,21053,2026-04-04 23:59:07.111
744,DC87,56455,2026-04-04 23:59:07.114
745,F92A,63786,2026-04-04 23:59:07.117
746,C4F9,50425,2026-04-04 23:59:07.120
747,1819,6169,2026-04-04 23:59:07.124
748,C8A0,51360,2026-04-04 23:59:07.127
749,EE16,60950,2026-04-04 23:59:07.130
750,536D,21357,2026-04-04 23:59:07.133
751,7047,28743,2026-04-04 23:59:07.136
752,FCB3,64691,2026-04-04 23:59:07.139
753,1FE3,8163,2026-04-04 23:59:07.142
754,CF36,53046,2026-04-04 23:59:07.146
755,79FA,31226,2026-04-04 23:59:07.149
756,0C65,3173,2026-04-04 23:59:07.152
757,E5C7,58823,2026-04-04 23:59:07.155
758,6877,26743,2026-04-04 23:59:07.158
759,AC23,44067,2026-04-04 23:59:07.161
760,1868,6248,2026-04-04 23:59:07.164
761,94C8,38088,2026-04-04 23:59:07.168
762,A8BF,43199,2026-04-04 23:59:07.171
763,BDBD,48573,2026-04-04 23:59:07.174
764,C173,49523,2026-04-04 23:59:07.177
765,B08D,45197,2026-04-04 23:59:07.180
766,F048,61512,2026-04-04 23:59:07.183
767,3F35,16181,2026-04-04 23:59:07.186
768,852D,34093,2026-04-04 23:59:07.190
769,63B6,25526,2026-04-04 23:59:07.193
770,7415,29717,2026-04-04 23:59:07.196
771,67D6,26582,2026-04-04 23:59:07.199
772,A1E0,41440,2026-04-04 23:59:07.202
773,EC3D,60477,2026-04-04 23:59:07.205
774,7CDF,31967,2026-04-04 23:59:07.208
775,C438,50232,2026-04-04 23:59:07.212
776,4708,18184,2026-04-04 23:59:07.215
777,DFE5,57317,2026-04-04 23:59:07.218
778,69B1,27057,2026-04-04 23:59:07.221
779,0EC2,3778,2026-04-04 23:59:07.224
780,1C87,7303,2026-04-04 23:59:07.227
781,D30C,54028,2026-04-04 23:59:07.230
782,A837,43063,2026-04-04 23:59:07.234
783,04C8,1224,2026-04-04 23:59:07.237
784,1CA5,7333,2026-04-04 23:59:07.240
785,3827,14375,2026-04-04 23:59:07.243
786,DC44,56388,2026-04-04 23:59:07.246
787,2860,10336,2026-04-04 23:59:07.249
788,F38C,62348,2026-04-04 23:59:07.252
789,32E9,13033,2026-04-04 23:59:07.256
790,01BA,442,2026-04-04 23:59:07.259
791,6B1A,27418,2026-04-04 23:59:07.262
792,3AA4,15012,2026-04-04 23:59:07.265
793,98B3,39091,2026-04-04 23:59:07.268
794,CFD2,53202,2026-04-04 23:59:07.271
795,A8C2,43202,2026-04-04 23:59:07.274
796,0CBE,3262,2026-04-04 23:59:07.278
797,34F0,13552,2026-04-04 23:59:07.281
798,BD3F,48447,2026-04-04 23:59:07.284
799,FF91,65425,2026-04-04 23:59:07.287
800,D919,55577,2026-04-04 23:59:07.290
801,EADF,60127,2026-04-04 23:59:07.293
802,2F06,12038,2026-04-04 23:59:07.296
803,428A,17034,2026-04-04 23:59:07.300
804,E609,58889,2026-04-04 23:59:07.303
805,730D,29453,2026-04-04 23:59:07.306
806,B0F1,45297,2026-04-04 23:59:07.309
807,A125,41253,2026-04-04 23:59:07.312
808,4EA1,20129,2026-04-04 23:59:07.315
809,950A,38154,2026-04-04 23:59:07.318
810,2023,8227,2026-04-04 23:59:07.322
811,0CCD,3277,2026-04-04 23:59:07.325
812,0F3E,3902,2026-04-04 23:59:07.328
813,D80D,55309,2026-04-04 23:59:07.331
814,3242,12866,2026-04-04 23:59:07.334
815,FF6A,65386,2026-04-04 23:59:07.337
816,9E39,40505,2026-04-04 23:59:07.340
817,4B04,19204,2026-04-04 23:59:07.344
818,D1FF,53759,2026-04-04 23:59:07.347
819,B03D,45117,2026-04-04 23:59:07.350
820,82DB,33499,2026-04-04 23:59:07.353
821,92CD,37581,2026-04-04 23:59:07.356
822,C9F4,51700,2026-04-04 23:59:07.359
823,37AA,14250,2026-04-04 23:59:07.362
824,9F0B,40715,2026-04-04 23:59:07.366
825,2F41,12097,2026-04-04 23:59:07.369
826,F32A,62250,2026-04-04 23:59:07.372
827,1D59,7513,2026-04-04 23:59:07.375
828,2FE8,12264,2026-04-04 23:59:07.378
829,A660,42592,2026-04-04 23:59:07.381
830,18BB,6331,2026-04-04 23:59:07.384
831,327F,12927,2026-04-04 23:59:07.388
832,CF32,53042,2026-04-04 23:59:07.391
833,6F04,28420,2026-04-04 23:59:07.394
834,0889,2185,2026-04-04 23:59:07.397
835,E0DD,57565,2026-04-04 23:59:07.400
836,34B8,13496,2026-04-04 23:59:07.403
837,9CCF,40143,2026-04-04 23:59:07.406
838,E384,58244,2026-04-04 23:59:07.410
839,4C0D,19469,2026-04-04 23:59:07.413
840,34E2,13538,2026-04-04 23:59:07.416
841,1705,5893,2026-04-04 23:59:07.419
842,9079,36985,2026-04-04 23:59:07.422
843,5FC0,24512,2026-04-04 23:59:07.425
844,76F4,30452,2026-04-04 23:59:07.428
845,E8C9,59593,2026-04-04 23:59:07.431
846,00E4,228,2026-04-04 23:59:07.435
847,4E85,20101,2026-04-04 23:59:07.438
848,1179,4473,2026-04-04 23:59:07.441
849,FA31,64049,2026-04-04 23:59:07.444
850,39BF,14783,2026-04-04 23:59:07.447
851,6DA1,28065,2026-04-04 23:59:07.450
852,0F0B,3851,2026-04-04 23:59:07.453
853,F5DD,62941,2026-04-04 23:59:07.457
854,A6B1,42673,2026-04-04 23:59:07.460
855,2763,10083,2026-04-04 23:59:07.463
856,1040,4160,2026-04-04 23:59:07.466
857,4567,17767,2026-04-04 23:59:07.469
858,5A62,23138,2026-04-04 23:59:07.472
859,AB2D,43821,2026-04-04 23:59:07.475
860,D3E2,54242,2026-04-04 23:59:07.479
861,298D,10637,2026-04-04 23:59:07.482
862,7EDD,32477,2026-04-04 23:59:07.485
863,3DB8,15800,2026-04-04 23:59:07.488
864,8D6F,36207,2026-04-04 23:59:07.491
865,7D3B,32059,2026-04-04 23:59:07.494
866,0500,1280,2026-04-04 23:59:07.497
867,C80F,51215,2026-04-04 23:59:07.501
868,D7F0,55280,2026-04-04 23:59:07.504
869,1217,4631,2026-04-04 23:59:07.507
870,F108,61704,2026-04-04 23:59:07.510
871,ABA1,43937,2026-04-04 23:59:07.513
872,E059,57433,2026-04-04 23:59:07.516
873,7327,29479,2026-04-04 23:59:07.519
874,9FBC,40892,2026-04-04 23:59:07.523
875,4DAC,19884,2026-04-04 23:59:07.526
876,4E9E,20126,2026-04-04 23:59:07.529
877,543C,21564,2026-04-04 23:59:07.532
878,9CEB,40171,2026-04-04 23:59:07.535
879,E4E9,58601,2026-04-04 23:59:07.538
880,B323,45859,2026-04-04 23:59:07.541
881,2205,8709,2026-04-04 23:59:07.545
882,DFED,57325,2026-04-04 23:59:07.548
883,87B1,34737,2026-04-04 23:59:07.551
884,00FC,252,2026-04-04 23:59:07.554
885,714E,29006,2026-04-04 23:59:07.557
886,6178,24952,2026-04-04 23:59:07.560
887,4F52,20306,2026-04-04 23:59:07.563
888,7A12,31250,2026-04-04 23:59:07.567
889,B086,45190,2026-04-04 23:59:07.570
890,005D,93,2026-04-04 23:59:07.573
891,5989,22921,2026-04-04 23:59:07.576
892,E38E,58254,2026-04-04 23:59:07.579
893,FC6E,64622,2026-04-04 23:59:07.582
894,AF42,44866,2026-04-04 23:59:07.585
895,232B,9003,2026-04-04 23:59:07.589
896,E0C4,57540,2026-04-04 23:59:07.592
897,11E7,4583,2026-04-04 23:59:07.595
898,3CDC,15580,2026-04-04 23:59:07.598
899,B271,45681,2026-04-04 23:59:07.601
900,6BF5,27637,2026-04-04 23:59:07.604
901,2DB1,11697,2026-04-04 23:59:07.607
902,E5CD,58829,2026-04-04 23:59:07.611
903,654E,25934,2026-04-04 23:59:07.614
904,068D,1677,2026-04-04 23:59:07.617
905,4AFC,19196,2026-04-04 23:59:07.620
906,A65E,42590,2026-04-04 23:59:07.623
907,2E47,11847,2026-04-04 23:59:07.626
908,6F4F,28495,2026-04-04 23:59:07.629
909,0C21,3105,2026-04-04 23:59:07.633
910,77A2,30626,2026-04-04 23:59:07.636
911,2748,10056,2026-04-04 23:59:07.639
912,7A2B,31275,2026-04-04 23:59:07.642
913,3323,13091,2026-04-04 23:59:07.645
914,B959,47449,2026-04-04 23:59:07.648
915,8A8D,35469,2026-04-04 23:59:07.651
916,A2C8,41672,2026-04-04 23:59:07.655
917,6572,25970,2026-04-04 23:59:07.658
918,340D,13325,2026-04-04 23:59:07.661
919,8FD9,36825,2026-04-04 23:59:07.664
920,41F6,16886,2026-04-04 23:59:07.667
921,1CA8,7336,2026-04-04 23:59:07.670
922,8E94,36500,2026-04-04 23:59:07.673
923,9FE3,40931,2026-04-04 23:59:07.677
924,A28F,41615,2026-04-04 23:59:07.680
925,3839,14393,2026-04-04 23:59:07.683
926,31B1,12721,2026-04-04 23:59:07.686
927,FC53,64595,2026-04-04 23:59:07.689
928,1618,5656,2026-04-04 23:59:07.692
929,DF98,57240,2026-04-04 23:59:07.695
930,B7EE,47086,2026-04-04 23:59:07.699
931,367F,13951,2026-04-04 23:59:07.702
932,4FD5,20437,2026-04-04 23:59:07.705
933,D378,54136,2026-04-04 23:59:07.708
934,B3D6,46038,2026-04-04 23:59:07.711
935,BFC0,49088,2026-04-04 23:59:07.714
936,E0BA,57530,2026-04-04 23:59:07.717
937,C86E,51310,2026-04-04 23:59:07.721
938,00DD,221,2026-04-04 23:59:07.724
939,005D,93,2026-04-04 23:59:07.727
940,FEA7,65191,2026-04-04 23:59:07.730
941,1CE1,7393,2026-04-04 23:59:07.733
942,B2AC,45740,2026-04-04 23:59:07.736
943,62E7,25319,2026-04-04 23:59:07.739
944,909F,37023,2026-04-04 23:59:07.743
945,6ED5,28373,2026-04-04 23:59:07.746
946,A715,42773,2026-04-04 23:59:07.749
947,46BA,18106,2026-04-04 23:59:07.752
948,BA9E,47774,2026-04-04 23:59:07.755
949,B60F,46607,2026-04-04 23:59:07.758
950,A73E,42814,2026-04-04 23:59:07.761
951,6360,25440,2026-04-04 23:59:07.765
952,652D,25901,2026-04-04 23:59:07.768
953,843B,33851,2026-04-04 23:59:07.771
954,E140,57664,2026-04-04 23:59:07.774
955,CBB4,52148,2026-04-04 23:59:07.777
956,25C3,9667,2026-04-04 23:59:07.780
957,FF15,65301,2026-04-04 23:59:07.783
958,18EF,6383,2026-04-04 23:59:07.786
959,7C4C,31820,2026-04-04 23:59:07.790
960,00A0,160,2026-04-04 23:59:07.793
961,43E0,17376,2026-04-04 23:59:07.796
962,E935,59701,2026-04-04 23:59:07.799
963,F1BD,61885,2026-04-04 23:59:07.802
964,8CA5,36005,2026-04-04 23:59:07.805
965,70B5,28853,2026-04-04 23:59:07.808
966,697C,27004,2026-04-04 23:59:07.812
967,54D1,21713,2026-04-04 23:59:07.815
968,A0F1,41201,2026-04-04 23:59:07.818
969,4C30,19504,2026-04-04 23:59:07.821
970,C26C,49772,2026-04-04 23:59:07.824
971,1959,6489,2026-04-04 23:59:07.827
972,B33F,45887,2026-04-04 23:59:07.830
973,4D19,19737,2026-04-04 23:59:07.834
974,0A86,2694,2026-04-04 23:59:07.837
975,434C,17228,2026-04-04 23:59:07.840
976,06A5,1701,2026-04-04 23:59:07.843
977,740E,29710,2026-04-04 23:59:07.846
978,310D,12557,2026-04-04 23:59:07.849
979,C478,50296,2026-04-04 23:59:07.852
980,6120,24864,2026-04-04 23:59:07.856
981,0018,24,2026-04-04 23:59:07.859
982,0FF8,4088,2026-04-04 23:59:07.862
983,E354,58196,2026-04-04 23:59:07.865
984,88F6,35062,2026-04-04 23:59:07.868
985,5465,21605,2026-04-04 23:59:07.871
986,AEC6,44742,2026-04-04 23:59:07.874
987,0C91,3217,2026-04-04 23:59:07.878
988,DCF0,56560,2026-04-04 23:59:07.881
989,799D,31133,2026-04-04 23:59:07.884
990,C14E,49486,2026-04-04 23:59:07.887
991,AF93,44947,2026-04-04 23:59:07.890
992,CDA6,52646,2026-04-04 23:59:07.893
993,C2D8,49880,2026-04-04 23:59:07.896
994,7614,30228,2026-04-04 23:59:07.900
995,460F,17935,2026-04-04 23:59:07.903
996,4FEB,20459,2026-04-04 23:59:07.906
997,884E,34894,2026-04-04 23:59:07.909
998,060D,1549,2026-04-04 23:59:07.912
999,1414,5140,2026-04-04 23:59:07.915
1000,22FF,8959,2026-04-04 23:59:07.918
1001,FCD1,64721,2026-04-04 23:59:07.922
1002,53C5,21445,2026-04-04 23:59:07.925
1003,E746,59206,2026-04-04 23:59:07.928
1004,81F2,33266,2026-04-04 23:59:07.931
1005,A5F1,42481,2026-04-04 23:59:07.934
1006,40A6,16550,2026-04-04 23:59:07.937
1007,8E2E,36398,2026-04-04 23:59:07.940
1008,E214,57876,2026-04-04 23:59:07.944
1009,E85C,59484,2026-04-04 23:59:07.947
1010,005D,93,2026-04-04 23:59:07.950
1011,8EB2,36530,2026-04-04 23:59:07.953
1012,A412,42002,2026-04-04 23:59:07.956
1013,3B5F,15199,2026-04-04 23:59:07.959
1014,E668,58984,2026-04-04 23:59:07.962
1015,EE4F,61007,2026-04-04 23:59:07.966
1016,206C,8300,2026-04-04 23:59:07.969
1017,96EC,38636,2026-04-04 23:59:07.972
1018,A81F,43039,2026-04-04 23:59:07.975
1019,04B4,1204,2026-04-04 23:59:07.978
1020,79D4,31188,2026-04-04 23:59:07.981
1021,76D6,30422,2026-04-04 23:59:07.984
1022,3160,12640,2026-04-04 23:59:07.988
1023,478E,18318,2026-04-04 23:59:07.991
1024,2482,9346,2026-04-04 23:59:07.994
1025,056F,1391,2026-04-04 23:59:07.997
1026,8428,33832,2026-04-04 23:59:08.000
1027,1A3E,6718,2026-04-04 23:59:08.003
1028,8179,33145,2026-04-04 23:59:08.006
1029,B429,46121,2026-04-04 23:59:08.010
1030,4116,16662,2026-04-04 23:59:08.013
1031,BB89,48009,2026-04-04 23:59:08.016
1032,1275,4725,2026-04-04 23:59:08.019
1033,1C1A,7194,2026-04-04 23:59:08.022
1034,1224,4644,2026-04-04 23:59:08.025
1035,D59E,54686,2026-04-04 23:59:08.028
1036,9880,39040,2026-04-04 23:59:08.032
1037,7486,29830,2026-04-04 23:59:08.035
1038,8F80,36736,2026-04-04 23:59:08.038
1039,0EB3,3763,2026-04-04 23:59:08.041
1040,0D7C,3452,2026-04-04 23:59:08.044
1041,619F,24991,2026-04-04 23:59:08.047
1042,CD94,52628,2026-04-04 23:59:08.050
1043,D375,54133,2026-04-04 23:59:08.054
1044,A1D3,41427,2026-04-04 23:59:08.057
1045,9BFC,39932,2026-04-04 23:59:08.060
1046,36E2,14050,2026-04-04 23:59:08.063
1047,848C,33932,2026-04-04 23:59:08.066
1048,D32A,54058,2026-04-04 23:59:08.069
1049,7AD5,31445,2026-04-04 23:59:08.072
1050,499B,18843,2026-04-04 23:59:08.076
1051,50B5,20661,2026-04-04 23:59:08.079
1052,3B34,15156,2026-04-04 23:59:08.082
1053,5809,22537,2026-04-04 23:59:08.085
1054,C429,50217,2026-04-04 23:59:08.088
1055,8C03,35843,2026-04-04 23:59:08.091
1056,DEE1,57057,2026-04-04 23:59:08.094
1057,B753,46931,2026-04-04 23:59:08.098
1058,A87D,43133,2026-04-04 23:59:08.101
1059,6F8F,28559,2026-04-04 23:59:08.104
1060,E505,58629,2026-04-04 23:59:08.107
1061,4B6F,19311,2026-04-04 23:59:08.110
1062,DEF8,57080,2026-04-04 23:59:08.113
1063,9113,37139,2026-04-04 23:59:08.116
1064,146D,5229,2026-04-04 23:59:08.119
1065,86A4,34468,2026-04-04 23:59:08.123
1066,DB76,56182,2026-04-04 23:59:08.126
1067,A698,42648,2026-04-04 23:59:08.129
1068,2DF8,11768,2026-04-04 23:59:08.132
1069,474F,18255,2026-04-04 23:59:08.135
1070,E867,59495,2026-04-04 23:59:08.138
1071,7B22,31522,2026-04-04 23:59:08.141
1072,46A2,18082,2026-04-04 23:59:08.145
1073,CB18,51992,2026-04-04 23:59:08.148
1074,5693,22163,2026-04-04 23:59:08.151
1075,89DD,35293,2026-04-04 23:59:08.154
1076,2CDC,11484,2026-04-04 23:59:08.157
1077,D78C,55180,2026-04-04 23:59:08.160
1078,CEB1,52913,2026-04-04 23:59:08.163
1079,8706,34566,2026-04-04 23:59:08.167
1080,C022,49186,2026-04-04 23:59:08.170
1081,0F27,3879,2026-04-04 23:59:08.173
1082,C810,51216,2026-04-04 23:59:08.176
1083,11D0,4560,2026-04-04 23:59:08.179
1084,6C06,27654,2026-04-04 23:59:08.182
1085,B8F2,47346,2026-04-04 23:59:08.185
1086,0A68,2664,2026-04-04 23:59:08.189
1087,D67F,54911,2026-04-04 23:59:08.192
1088,287D,10365,2026-04-04 23:59:08.195
1089,B325,45861,2026-04-04 23:59:08.198
1090,6CA7,27815,2026-04-04 23:59:08.201
1091,2452,9298,2026-04-04 23:59:08.204
1092,3D59,15705,2026-04-04 23:59:08.207
1093,18A8,6312,2026-04-04 23:59:08.211
1094,06D2,1746,2026-04-04 23:59:08.214
1095,E485,58501,2026-04-04 23:59:08.217
1096,940D,37901,2026-04-04 23:59:08.220
1097,4E4F,20047,2026-04-04 23:59:08.223
1098,3561,13665,2026-04-04 23:59:08.226
1099,3E74,15988,2026-04-04 23:59:08.229
1100,E559,58713,2026-04-04 23:59:08.233
1101,E140,57664,2026-04-04 23:59:08.236
1102,DBC9,56265,2026-04-04 23:59:08.239
1103,8820,34848,2026-04-04 23:59:08.242
1104,1586,5510,2026-04-04 23:59:08.245
1105,A350,41808,2026-04-04 23:59:08.248
1106,A89E,43166,2026-04-04 23:59:08.251
1107,8BBA,35770,2026-04-04 23:59:08.255
1108,53DC,21468,2026-04-04 23:59:08.258
1109,1976,6518,2026-04-04 23:59:08.261
1110,6FFF,28671,2026-04-04 23:59:08.264
1111,5070,20592,2026-04-04 23:59:08.267
1112,FA62,64098,2026-04-04 23:59:08.270
1113,A30B,41739,2026-04-04 23:59:08.273
1114,4F4C,20300,2026-04-04 23:59:08.277
1115,D26D,53869,2026-04-04 23:59:08.280
1116,F152,61778,2026-04-04 23:59:08.283
1117,95E4,38372,2026-04-04 23:59:08.286
1118,82DA,33498,2026-04-04 23:59:08.289
1119,5C3A,23610,2026-04-04 23:59:08.292
1120,9B22,39714,2026-04-04 23:59:08.295
1121,6620,26144,2026-04-04 23:59:08.299
1122,3882,14466,2026-04-04 23:59:08.302
1123,084B,2123,2026-04-04 23:59:08.305
1124,9D25,40229,2026-04-04 23:59:08.308
1125,1081,4225,2026-04-04 23:59:08.311
1126,7C7A,31866,2026-04-04 23:59:08.314
1127,044C,1100,2026-04-04 23:59:08.317
1128,2861,10337,2026-04-04 23:59:08.321
1129,12E7,4839,2026-04-04 23:59:08.324
1130,6166,24934,2026-04-04 23:59:08.327
1131,ABB5,43957,2026-04-04 23:59:08.330
1132,5768,22376,2026-04-04 23:59:08.333
1133,3018,12312,2026-04-04 23:59:08.336
1134,7AEC,31468,2026-04-04 23:59:08.339
1135,63E4,25572,2026-04-04 23:59:08.343
1136,9CEA,40170,2026-04-04 23:59:08.346
1137,1CDC,7388,2026-04-04 23:59:08.349
1138,E7AF,59311,2026-04-04 23:59:08.352
1139,E7A6,59302,2026-04-04 23:59:08.355
1140,82BB,33467,2026-04-04 23:59:08.358
1141,B0F0,45296,2026-04-04 23:59:08.361
1142,3916,14614,2026-04-04 23:59:08.365
1143,5468,21608,2026-04-04 23:59:08.368
1144,5EB5,24245,2026-04-04 23:59:08.371
1145,3DE0,15840,2026-04-04 23:59:08.374
1146,F3C3,62403,2026-04-04 23:59:08.377
1147,6C60,27744,2026-04-04 23:59:08.380
1148,CAEE,51950,2026-04-04 23:59:08.383
1149,1BC4,7108,2026-04-04 23:59:08.387
1150,4A9D,19101,2026-04-04 23:59:08.390
1151,CC41,52289,2026-04-04 23:59:08.393
1152,2834,10292,2026-04-04 23:59:08.396
1153,4DC1,19905,2026-04-04 23:59:08.399
1154,ABB6,43958,2026-04-04 23:59:08.402
1155,FDC1,64961,2026-04-04 23:59:08.405
1156,DDA6,56742,2026-04-04 23:59:08.409
1157,A844,43076,2026-04-04 23:59:08.412
1158,622D,25133,2026-04-04 23:59:08.415
